Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
2023-11-12,Sun,12,Home,W 3–0,Liverpool,Brentford,Y,LW,82,1,0,0,0,3,1,0,0,35,0,1,0,0.2,0.2,0.1,4,2,20,25,4,24,2,1,1,316,83,10,13,10,12,0,0,0.0,2,1,1,0,25,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,14,19,5,124.0,49.0,2,2,3,0,28,10,0,27,1,24.8,8.6,39.4,2023-11-12 14:00:00+00:00,83,0,12,0,190423,22.0,8,1908,19260,17352,77,2023-11-12
2023-11-25,Sat,13,Away,D 1–1,Liverpool,Manchester City,Y,LW,53,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,1,0,6,7,1,7,0,1,0,102,59,4,4,1,1,1,1,0.0,1,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,3,1,34.0,15.0,1,1,1,1,7,2,0,0,0,10.3,1.7,4.6,2023-11-25 12:30:00+00:00,53,0,13,0,210933,2.0,1,18945,33461,14516,77,2023-11-25
2023-12-26,Tue,19,Away,W 2–0,Liverpool,Burnley,N,FW,7,1,0,0,0,1,1,0,0,8,1,0,0,0.1,0.1,0.0,1,1,3,4,2,6,1,2,1,35,24,2,2,1,1,0,0,0.0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,1,28.0,19.0,1,0,1,0,6,1,0,20,0,0.6,7.1,35.4,2023-12-26 17:30:00+00:00,6,0,19,0,102103,35.0,6,-1410,161,1571,77,2023-12-26
2024-01-01,Mon,20,Home,W 4–2,Liverpool,Newcastle Utd,N,FW,27,0,1,0,0,1,0,0,0,13,2,0,0,0.1,0.1,1.0,3,2,5,6,2,7,2,2,0,56,21,3,3,1,2,0,0,0.6,2,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,8,5,3,84.0,61.0,1,1,0,1,8,2,0,24,0,20.7,5.4,22.6,2024-01-01 20:00:00+00:00,26,0,20,0,122935,11.0,7,19295,21392,2097,77,2024-01-01
2024-01-21,Sun,21,Away,W 4–0,Liverpool,Bournemouth,Y,"FW,RW",89,2,1,0,0,2,2,0,0,47,3,1,1,0.1,0.1,0.4,2,2,19,26,5,27,5,3,0,342,145,12,15,3,4,4,5,0.4,1,3,3,0,26,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,2,4,2,0,1,0,0,1,2,23,23,7,144.0,96.0,1,2,8,1,33,4,3,55,1,20.3,15.3,88.2,2024-01-21 16:30:00+00:00,90,0,21,0,638358,44.0,19,490449,548570,58121,78,2024-01-21
2024-01-31,Wed,22,Home,W 4–1,Liverpool,Chelsea,Y,RW,67,1,0,0,0,2,1,0,0,43,1,0,1,0.4,0.4,0.1,4,2,18,33,4,25,3,3,2,251,71,10,15,7,10,0,1,0.0,1,2,1,0,33,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,3,13,28,7,210.0,100.0,3,1,0,2,27,4,0,27,1,12.8,8.7,38.0,2024-01-31 20:15:00+00:00,67,0,22,0,1056027,36.0,8,424511,450456,25945,79,2024-01-31
2024-02-04,Sun,23,Away,L 1–3,Liverpool,Arsenal,Y,"FW,RW",90,0,0,0,0,0,0,0,0,34,2,1,1,0.0,0.0,0.1,4,0,19,25,3,18,3,0,0,254,53,13,17,6,7,0,0,0.0,2,1,1,0,25,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,6,16,13,4,102.0,59.0,1,0,1,2,24,7,0,3,0,25.3,4.1,7.2,2024-02-04 16:30:00+00:00,90,0,23,0,1323099,8.0,2,270054,287536,17482,80,2024-02-04
2024-02-10,Sat,24,Home,W 3–1,Liverpool,Burnley,Y,RW,90,1,0,0,0,6,3,0,0,52,3,1,0,0.5,0.5,0.0,3,1,26,35,1,33,3,3,0,356,31,19,22,7,10,0,0,0.0,1,1,0,0,35,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,0,0,1,28,25,10,216.0,69.0,1,1,4,0,37,10,0,23,0,16.7,13.4,44.2,2024-02-10 15:00:00+00:00,90,0,24,0,1927530,73.0,7,597439,643073,45634,82,2024-02-10
2024-02-17,Sat,25,Away,W 4–1,Liverpool,Brentford,Y,RW,43,0,1,0,0,2,2,0,0,28,1,0,2,0.3,0.3,0.6,1,1,11,17,0,18,1,1,0,132,15,8,10,3,3,0,1,0.0,1,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,3,11,14,2,55.0,40.0,1,0,2,1,19,0,0,12,0,12.3,8.6,23.4,2024-02-17 12:30:00+00:00,43,0,25,0,2555077,50.0,4,499709,573941,74232,83,2024-02-17
2024-04-14,Sun,33,Home,L 0–1,Liverpool,Crystal Palace,N,FW,25,0,0,0,0,2,0,0,0,14,0,0,0,0.5,0.5,0.4,1,0,6,7,1,7,0,0,0,63,12,3,3,2,2,0,1,0.0,1,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,16.0,6.0,0,0,1,1,10,1,0,2,0,12.1,2.8,0.4,2024-04-14 13:00:00+00:00,24,0,33,0,218931,15.0,1,20238,26040,5802,79,2024-04-14
2024-04-21,Sun,34,Away,W 3–1,Liverpool,Fulham,Y,FW,73,1,0,0,0,3,2,0,0,32,0,1,1,0.4,0.4,0.1,3,1,11,19,2,22,6,5,1,132,13,10,12,1,2,0,0,0.0,1,1,0,0,19,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,8,23,10,162.0,92.0,2,4,2,0,26,11,2,31,0,14.8,10.5,37.8,2024-04-21 15:30:00+00:00,73,0,34,0,300199,52.0,12,64442,71408,6966,79,2024-04-21
