Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,bonus,bps,clean_sheets,creativity,ict_index,influence,kickoff_time,minutes,own_goals,round,saves,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,kickoff_date
2021-11-07,Sun,11,Away,L 2–3,Liverpool,West Ham,Y,RW,90,0,1,0,0,2,0,0,0,45,0,0,0,0.1,0.1,0.2,5,1,26,33,2,30,2,6,2,284,51,15,15,7,9,0,0,0.1,2,0,1,0,33,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,18,27,9,159.0,47.0,1,3,4,0,36,12,0,16,0,25.2,8.3,19.6,2021-11-07 16:30:00+00:00,90,0,11,0,6116608,38.0,5,70355,89400,19045,129,2021-11-07
2021-11-20,Sat,12,Home,W 4–0,Liverpool,Arsenal,Y,RW,90,1,0,0,0,4,2,0,0,49,0,0,0,1.3,1.3,0.2,3,1,27,33,1,26,6,7,1,237,63,19,22,3,5,0,0,0.3,2,2,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,33,15,211.0,119.0,4,6,4,2,44,13,0,23,1,25.1,15.8,40.0,2021-11-20 17:30:00+00:00,90,0,12,0,6199228,93.0,8,46997,65451,18454,130,2021-11-20
2021-11-27,Sat,13,Home,W 4–0,Liverpool,Southampton,Y,RW,90,0,1,0,0,4,0,0,0,46,0,0,0,0.1,0.1,0.9,2,1,20,31,5,28,5,2,0,207,79,17,21,3,5,0,3,0.1,2,2,2,0,31,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,27,13,148.0,90.0,3,4,4,2,42,14,0,13,1,25.3,10.3,16.8,2021-11-27 15:00:00+00:00,90,0,13,0,6294628,61.0,6,67466,74054,6588,130,2021-11-27
2021-12-01,Wed,14,Away,W 4–1,Liverpool,Everton,Y,RW,90,2,0,0,0,5,3,0,0,54,1,0,1,1.4,1.4,0.0,3,0,34,40,6,39,5,3,0,446,109,21,22,10,11,0,0,0.1,0,1,1,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,23,31,9,138.0,80.0,1,3,1,0,46,19,3,42,0,5.4,14.4,69.2,2021-12-01 20:15:00+00:00,90,0,14,0,6310003,69.0,15,4839,24856,20017,130,2021-12-01
2021-12-04,Sat,15,Away,W 1–0,Liverpool,Wolves,Y,RW,89,0,1,0,0,2,1,0,0,42,0,1,0,0.2,0.2,0.5,3,1,20,29,1,26,1,2,1,260,81,16,16,3,10,1,1,0.5,3,1,2,1,29,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,33,6,125.0,34.0,1,1,3,10,38,18,0,12,1,39.8,9.7,25.8,2021-12-04 15:00:00+00:00,90,0,15,0,6375874,31.0,6,44723,53975,9252,130,2021-12-04
2021-12-11,Sat,16,Home,W 1–0,Liverpool,Aston Villa,Y,RW,90,1,0,1,1,5,1,0,0,47,1,0,0,1.1,0.3,0.0,1,1,21,32,3,34,7,9,4,308,51,13,16,6,9,2,2,0.2,0,2,1,0,30,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,38,17,236.0,111.0,1,6,3,3,39,23,0,21,1,10.2,15.2,39.2,2021-12-11 15:00:00+00:00,90,0,16,0,6414019,103.0,8,15912,35805,19893,131,2021-12-11
2021-12-16,Thu,17,Home,W 3–1,Liverpool,Newcastle Utd,Y,RW,73,1,0,0,0,4,1,0,0,49,0,0,0,0.7,0.7,0.2,4,0,31,42,4,36,6,2,1,372,78,20,22,9,15,1,2,0.2,1,3,1,0,39,2,0,1,0,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,36,9,225.0,153.0,2,6,0,2,43,18,1,23,0,20.2,10.5,31.2,2021-12-16 20:00:00+00:00,73,0,17,0,6467029,54.0,8,33457,38580,5123,131,2021-12-16
2021-12-19,Sun,18,Away,D 2–2,Liverpool,Tottenham,Y,"RW,FW",90,0,0,0,0,2,0,0,0,36,2,0,0,0.1,0.1,0.1,4,0,20,28,1,23,4,0,0,254,17,11,14,6,8,0,0,0.0,3,0,0,0,27,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,1,8,28,8,159.0,74.0,0,3,5,2,31,9,0,8,0,35.3,8.6,10.4,2021-12-19 16:30:00+00:00,90,0,18,0,6483921,40.0,2,14144,29513,15369,131,2021-12-19
2021-12-28,Tue,20,Away,L 0–1,Liverpool,Leicester City,Y,RW,90,0,0,0,1,4,1,0,0,51,0,1,0,1.1,0.1,0.1,6,0,30,37,4,31,1,8,6,415,80,19,22,9,11,1,2,0.2,2,1,4,0,37,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,7,42,11,190.0,30.0,0,1,4,3,40,12,0,-5,0,27.2,10.9,12.6,2021-12-28 20:00:00+00:00,90,0,20,0,5847988,69.0,0,97503,139973,42470,130,2021-12-28
2022-01-02,Sun,21,Away,D 2–2,Liverpool,Chelsea,Y,RW,90,1,0,0,0,4,3,0,0,39,0,1,0,0.5,0.5,0.2,4,0,27,30,2,25,1,3,1,399,105,16,16,10,12,1,1,0.0,2,1,0,0,30,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,29,5,95.0,51.0,0,1,2,1,31,10,0,25,0,28.5,14.0,46.0,2022-01-02 16:30:00+00:00,90,0,21,0,5447666,65.0,7,-259533,52331,311864,129,2022-01-02
2022-02-10,Thu,24,Home,W 2–0,Liverpool,Leicester City,N,RW,31,0,0,0,0,4,3,0,0,23,0,0,0,0.5,0.5,0.1,5,0,13,16,1,12,2,5,2,111,28,12,13,0,0,0,0,0.0,1,1,1,0,16,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,6,155.0,48.0,0,2,0,1,18,7,0,0,0,12.8,10.3,11.6,2022-02-10 19:45:00+00:00,30,0,24,0,3394696,79.0,1,158539,299090,140551,127,2022-02-10
2022-02-13,Sun,25,Away,W 1–0,Liverpool,Burnley,Y,RW,90,0,0,0,0,1,0,0,0,42,1,1,2,0.2,0.2,0.0,2,0,20,30,2,21,1,2,1,277,40,13,19,7,10,0,0,0.0,1,0,1,0,30,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,2,14,26,7,99.0,50.0,0,1,2,1,33,13,0,6,1,15.1,3.7,5.6,2022-02-13 14:00:00+00:00,90,0,25,0,3959365,16.0,3,542419,581355,38936,129,2022-02-13
2022-02-19,Sat,26,Home,W 3–1,Liverpool,Norwich City,Y,"RW,RM",90,1,0,0,0,8,2,0,0,62,1,0,0,1.1,1.1,0.7,14,0,36,46,4,43,10,7,4,456,112,25,29,9,13,0,2,0.8,6,1,3,0,44,2,1,0,0,5,1,0,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,17,44,19,341.0,204.0,3,8,1,2,46,16,3,34,0,69.3,22.7,48.2,2022-02-19 15:00:00+00:00,90,0,26,0,5419768,109.0,10,1256075,1263924,7849,131,2022-02-19
2022-02-23,Wed,19,Home,W 6–0,Liverpool,Leeds United,Y,RW,90,2,1,2,2,4,1,0,0,66,0,0,0,2.5,0.9,0.5,5,3,46,52,11,49,5,4,0,744,279,24,26,17,18,3,3,0.5,1,8,5,0,51,1,0,2,2,1,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,37,9,246.0,134.0,5,3,2,3,52,14,2,54,1,22.0,19.9,87.6,2022-02-23 19:45:00+00:00,90,0,26,0,5419768,89.0,18,1256075,1263924,7849,131,2022-02-23
2022-03-05,Sat,28,Home,W 1–0,Liverpool,West Ham,Y,RW,78,0,0,0,0,6,3,0,0,57,0,0,0,0.7,0.7,0.1,4,0,33,42,4,43,2,3,1,385,100,20,26,9,10,0,0,0.1,1,4,0,0,42,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,7,214.0,101.0,3,2,5,4,53,13,0,0,1,21.2,9.2,9.6,2022-03-05 17:30:00+00:00,78,0,28,0,5510047,61.0,3,421416,437354,15938,132,2022-03-05
2022-03-12,Sat,29,Away,W 2–0,Liverpool,Brighton,Y,RW,64,1,0,1,1,6,2,0,0,27,0,0,0,1.4,0.6,0.2,6,0,11,17,1,14,2,2,2,147,28,7,9,3,6,1,1,0.5,1,0,0,0,17,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,10,77.0,47.0,1,2,3,0,18,8,1,26,1,12.4,15.3,38.8,2022-03-12 12:30:00+00:00,64,0,29,0,5722763,102.0,9,201217,224096,22879,133,2022-03-12
2022-03-16,Wed,27,Away,W 2–0,Liverpool,Arsenal,N,RW,35,0,0,0,0,3,0,0,0,21,0,0,0,0.2,0.2,0.0,2,0,10,16,1,10,1,1,0,117,27,8,8,1,3,0,1,0.0,0,0,0,0,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3,50.0,22.0,1,1,1,3,19,4,0,-2,0,2.7,4.3,0.0,2022-03-16 20:15:00+00:00,34,0,29,0,5722763,41.0,1,201217,224096,22879,133,2022-03-16
2022-04-02,Sat,31,Home,W 2–0,Liverpool,Watford,Y,RW,68,0,0,0,0,3,0,0,0,42,2,0,0,0.1,0.1,0.0,1,0,22,27,2,32,2,4,1,271,49,18,21,4,4,0,0,0.0,1,1,1,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,10,30,8,153.0,45.0,1,3,3,5,37,17,0,-2,1,15.0,4.9,2.0,2022-04-02 11:30:00+00:00,68,0,31,0,5593506,32.0,3,162993,190140,27147,133,2022-04-02
2022-04-10,Sun,32,Away,D 2–2,Liverpool,Manchester City,Y,RW,90,0,1,0,0,1,0,0,0,41,3,0,0,0.1,0.1,0.9,3,1,20,24,4,32,4,5,2,352,128,11,12,7,9,2,2,0.4,3,2,2,0,23,0,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,2,3,1,0,0,1,0,0,4,13,24,3,210.0,127.0,4,0,3,3,35,14,0,21,0,39.5,7.6,28.8,2022-04-10 15:30:00+00:00,90,0,32,0,5402879,8.0,5,-182879,19730,202609,133,2022-04-10
2022-04-19,Tue,30,Home,W 4–0,Liverpool,Manchester Utd,Y,RW,90,2,1,0,0,4,2,0,0,61,1,0,2,0.8,0.8,0.5,1,1,35,44,2,48,2,2,0,470,137,26,30,8,8,1,1,0.8,1,2,2,0,41,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,26,36,9,249.0,82.0,1,4,4,6,57,21,3,49,1,20.1,17.9,84.8,2022-04-19 19:00:00+00:00,90,0,33,0,5119670,74.0,19,-214610,20154,234764,132,2022-04-19
2022-04-24,Sun,34,Home,W 2–0,Liverpool,Everton,Y,RW,90,0,1,0,0,2,0,0,0,72,0,0,1,0.2,0.2,0.3,4,1,42,56,8,48,6,5,1,621,172,26,28,13,16,3,5,0.4,2,1,5,0,54,2,0,0,0,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10,61,11,255.0,92.0,1,4,4,2,60,25,0,15,1,30.9,7.8,21.0,2022-04-24 15:30:00+00:00,90,0,34,0,5334037,26.0,6,126558,161746,35188,132,2022-04-24
2022-04-30,Sat,35,Away,W 1–0,Liverpool,Newcastle Utd,N,RW,22,0,0,0,0,2,1,0,0,14,0,0,0,0.1,0.1,0.0,1,0,7,8,2,7,0,1,0,135,43,5,6,1,1,1,1,0.0,1,1,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,7,3,43.0,2.0,0,1,2,1,10,1,0,1,0,11.8,3.8,3.6,2022-04-30 11:30:00+00:00,21,0,35,0,5403400,23.0,1,66469,95352,28883,133,2022-04-30
2022-05-07,Sat,36,Home,D 1–1,Liverpool,Tottenham,Y,"RW,RM",90,0,0,0,0,3,0,0,0,44,0,0,0,0.4,0.4,0.1,2,0,20,32,2,35,5,1,1,266,71,12,15,5,9,1,2,0.0,2,1,2,0,32,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,7,239.0,115.0,3,4,2,6,40,17,0,4,0,24.8,8.8,5.6,2022-05-07 18:45:00+00:00,90,0,36,0,5388439,58.0,2,-18428,58868,77296,133,2022-05-07
2022-05-10,Tue,33,Away,W 2–1,Liverpool,Aston Villa,N,RW,19,0,0,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.0,1,0,5,8,0,7,0,1,0,29,10,4,5,0,0,0,0,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,15.0,4.0,1,0,1,1,9,5,0,2,0,11.0,3.9,2.2,2022-05-10 19:00:00+00:00,18,0,36,0,5388439,26.0,1,-18428,58868,77296,133,2022-05-10
2022-05-22,Sun,38,Home,W 3–1,Liverpool,Wolves,N,RW,33,1,0,0,0,8,3,0,0,20,0,0,1,1.0,1.0,0.0,2,0,8,11,2,12,1,0,0,92,23,5,6,3,3,0,0,0.0,0,0,1,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,10,58.0,38.0,1,1,0,1,14,5,0,22,0,0.0,0.0,0.0,2022-05-22 15:00:00+00:00,32,0,38,0,3664020,0.0,6,-778411,10087,788498,131,2022-05-22
